checkpoint,method,object,seed,final_lift_m,max_lift_m,normalized_lift_score,success,success_step,trajectory_id
epoch_001,baseline,cellphone,0,2.384185791015625e-07,4.76837158203125e-07,1.5894571940104167e-06,False,-1,2
epoch_001,baseline,cellphone,0,-5.125999450683594e-06,0.0,0.0,False,-1,3
epoch_001,baseline,cellphone,0,-0.0014889240264892578,0.000386655330657959,0.0012888511021931968,False,-1,4
epoch_001,baseline,cellphone,0,-0.001061081886291504,0.002224862575531006,0.0074162085851033534,False,-1,5
epoch_001,baseline,cellphone,0,-0.0022756457328796387,0.0005336999893188477,0.001778999964396159,False,-1,6
epoch_001,baseline,cellphone,0,-0.0014790892601013184,0.00036919116973876953,0.0012306372324625652,False,-1,7
epoch_001,baseline,cellphone,0,-0.0022547245025634766,0.0005432367324829102,0.0018107891082763672,False,-1,8
epoch_001,baseline,cellphone,0,-0.0013115406036376953,0.002210557460784912,0.007368524869283041,False,-1,9
epoch_001,baseline,cellphone,0,-0.00225752592086792,0.0005409121513366699,0.0018030405044555664,False,-1,10
epoch_001,baseline,cellphone,0,-0.00036960840225219727,0.0,0.0,False,-1,11
epoch_001,baseline,cellphone,0,-0.0013076066970825195,0.0022150278091430664,0.007383426030476889,False,-1,12
epoch_001,baseline,cellphone,0,-0.002258002758026123,0.0005415081977844238,0.0018050273259480796,False,-1,13
epoch_001,baseline,cellphone,0,7.480382919311523e-05,7.712841033935547e-05,0.00025709470113118493,False,-1,14
